name,domain,company_size,location,year_founded,website
Unriddle Technologies Private Limited,Health Care. Fitness & Recreation,,"Shimoga, Karnataka, India",2024,https://dscribehealth.com
Gangavadi Constructions Private Limited,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2022,https://gangavadiconstructions.in
ASAE LLP,IT Industry,,"Dharwad, Karnataka, India",2025,https://ambasoftwares.com/
3S Products and Services,Manufacturing,,"Bengaluru Urban, Karnataka, India",2012,https://www.3sps.in/
Nature Scan LLP,Education Industry,,"Bengaluru Urban, Karnataka, India",2021,https://www.naturescan.in/
GOVERNMENT TOOL ROOM AND TRAINING CENTRE MAGADI,Education Industry,,"Ramnagar, Karnataka, India",2023,
Aenexz Tech Private Limited,Education Industry,,"Bengaluru Urban, Karnataka, India",2025,https://aenexz.in
INNOPROSOL PRIVATE LIMITED,IT Industry,,"Shimoga, Karnataka, India",2022,https://www.innoprosol.com
Edubyheart India Private Limited,Education Industry,,"Kochi, Kerala, India",2019,https://www.techbyheartacademy.com/
"Techspiration India Pvt. Ltd,",IT Industry,,"Bengaluru Urban, Karnataka, India",2023,https://www.techspiration.in
Purple Hue Technosoft Pvt. Ltd.,IT Industry,,"Bengaluru Urban, Karnataka, India",2013,http://www.purplehuetechnosoft.com/
Department of Electrical an Electronics Engineering,Education Industry,,"Bangalore Rural, Karnataka, India",2006,https://www.rrce.org/department/electrical-electronics-engineering/
AJAY LAND DEVELOPERS,Construction & Engineering,,"Mumbai, Maharashtra, India",1980,
LivSys Devices India Pvt Ltd,Manufacturing,,"Bangalore Rural, Karnataka, India",2018,https://www.lifesys.co.in/
Code Nimbus Solutions,IT Industry,,"Bengaluru Urban, Karnataka, India",2023,https://codenimbussolutions.com/
Agushi LLP,IT Industry,,"Mysuru, Karnataka, India",2021,https://www.agushi.in
HTE SERVICE PRIVATE LIMITED,IT Industry,,"Bengaluru Urban, Karnataka, India",2019,https://www.happytechnovation.com/
Jorim Technology Solutions,IT Industry,,"Chennai, Tamil Nadu, India",2020,https://jorim.in/
MindMatrix,IT Industry,,"Bangalore Rural, Karnataka, India",1998,https://makes.mindmatrix.io
Bambhari,IT Industry,,"Bangalore Rural, Karnataka, India",2024,https://www.bambhari.com
Akruthi constructions and interiors,Construction & Engineering,,"Tumkur, Karnataka, India",2023,https://dev-akruthi.pantheonsite.io/
Search Creators Pvt. Ltd,IT Industry,,"Tumkur, Karnataka, India",2021,https://searchcreators.org/
Laneway India Enterprises Private Limited,"Marketing, Advertising, Sales",,"Kottayam, Kerala, India",2025,https://laneway.in/
Ved Construction & Coaching Academy,Construction & Engineering,,"Belagavi, Karnataka, India",2021,
Avneer Solutions Private Limited,Not Specified,,"Karnataka, India",2024,https://www.mygala.in
PALLADIUM PROJECTS,Construction & Engineering,,"Bengaluru Urban, Karnataka, India",2018,https://palladiumprojects.co.in
